house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,SecurityDeposit,Status,price_per_sqft,size_bucket,property_id
2 BHK Apartment ,1575,Balewadi,Pune,18.57422066,73.75743103,17000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,10.793650793650794,Large,7840
2 BHK Apartment ,1000,Wagholi,Pune,18.58144569,73.9852066,17000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,17.0,Medium,7841
2 BHK Apartment ,1000,Hadapsar,Pune,18.51883698,73.93750763,20000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,20.0,Medium,7842
4 BHK Apartment ,1640,Hinjewadi,Pune,18.58396339,73.69768524,26000,INR,3.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Furnished,15.853658536585366,Large,7843
2 BHK Apartment ,600,Hinjewadi,Pune,18.59188652,73.70767975,15000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Unfurnished,25.0,Medium,7844
3 BHK Apartment ,1300,Tathawade,Pune,18.62830925,73.73857117,24000,INR,3.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,18.46153846153846,Large,7845
2 BHK Apartment ,950,Hinjewadi,Pune,18.5880146,73.70035553,19000,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,20.0,Medium,7846
2 BHK Apartment ,1000,Kharadi,Pune,18.55212021,73.9586792,23000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,23.0,Medium,7847
2 BHK Apartment ,700,Ravet,Pune,18.66506004,73.73773193,18080,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,25.82857142857143,Medium,7848
2 BHK Apartment ,800,Pimple Gurav,Pune,18.59588623,73.80695343,19000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Furnished,23.75,Medium,7849
2 BHK Apartment ,880,Hinjewadi,Pune,18.59703445,73.71080017,19000,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,21.59090909090909,Medium,7850
1 BHK Apartment ,900,Hadapsar,Pune,18.48458672,73.93880463,17000,INR,1.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,18.88888888888889,Medium,7851
1 BHK Apartment ,630,Hinjewadi,Pune,18.59741592,73.69973755,16000,INR,1.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,25.396825396825395,Medium,7852
2 BHK Apartment ,950,Wakad,Pune,18.59942818,73.765625,22000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,23.157894736842106,Medium,7853
2 BHK Apartment ,1000,Baner,Pune,18.55978584,73.77967834,28000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,28.0,Medium,7854
1 BHK Apartment ,750,Wanwadi,Pune,18.48744965,73.89952087,15000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,20.0,Medium,7855
2 BHK Apartment ,650,Hinjewadi,Pune,18.59741592,73.69973755,15000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,23.076923076923077,Medium,7856
2 BHK Apartment ,1062,Kharadi,Pune,18.56290054,73.94908142,29000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,27.306967984934087,Large,7857
3 BHK Apartment ,1780,Kharadi,Pune,18.55181122,73.94478607,34000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,19.10112359550562,Large,7858
2 BHK Apartment ,1100,Wagholi,Pune,18.58033562,73.9805069,19000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,17.272727272727273,Large,7859
3 BHK Apartment ,1400,Hadapsar,Pune,18.52070618,73.93044281,39000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,27.857142857142858,Large,7860
2 BHK Apartment ,1150,Hinjewadi,Pune,18.57841873,73.68244171,19000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,16.52173913043478,Large,7861
3 BHK Apartment ,1200,Sopan Baug,Pune,18.5219593,73.90532684,36000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,30.0,Large,7862
3 BHK Apartment ,1250,Pimple Saudagar,Pune,18.59551239,73.79496765,24000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,19.2,Large,7863
3 BHK Apartment ,1200,Undri,Pune,18.45565224,73.91783142,20000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,16.666666666666668,Large,7864
3 BHK Apartment ,2900,Kharadi,Pune,18.55251312,73.96128082,64000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,22.06896551724138,Large,7865
2 BHK Apartment ,906,Hadapsar,Pune,18.51644325,73.93782043,22500,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,24.834437086092716,Medium,7866
3 BHK Apartment ,1780,Pimple Saudagar,Pune,18.59467697,73.80156708,34000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,19.10112359550562,Large,7867
3 BHK Apartment ,1687,Wadgaon Sheri,Pune,18.54960251,73.91888428,74000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,43.86484884410196,Large,7868
2 BHK Apartment ,658,Hinjewadi,Pune,18.59685707,73.69957733,15000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,22.796352583586625,Medium,7869
2 BHK Apartment ,1000,Wagholi,Pune,18.57916832,73.97148895,15000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,15.0,Medium,7870
2 BHK Apartment ,875,Kharadi,Pune,18.54770279,73.93723297,18000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Unfurnished,20.571428571428573,Medium,7871
4 BHK Apartment ,2542,Kharadi,Pune,18.55534172,73.94202423,54000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,21.24311565696302,Large,7872
2 BHK Apartment ,906,Hadapsar,Pune,18.51644325,73.93782043,23500,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,25.938189845474614,Medium,7873
1 BHK Apartment ,625,Kharadi,Pune,18.54247665,73.93925476,16000,INR,1.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,25.6,Medium,7874
2 BHK Apartment ,1250,Wadgaon Sheri,Pune,18.54807472,73.91558838,26000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Furnished,20.8,Large,7875
2 BHK Apartment ,1265,Sopan Baug,Pune,18.51585388,73.89878845,34000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,26.877470355731226,Large,7876
2 BHK Apartment ,1250,Wadgaon Sheri,Pune,18.54774284,73.91387939,26000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,20.8,Large,7877
2 BHK Apartment ,1025,Kharadi,Pune,18.56290054,73.94908142,23000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,22.4390243902439,Large,7878
2 BHK Apartment ,875,Kharadi,Pune,18.54770279,73.93723297,18000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,20.571428571428573,Medium,7879
2 BHK Apartment ,1750,Mundhwa,Pune,18.53190613,73.9287796,29000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,16.571428571428573,Large,7880
2 BHK Apartment ,1750,Mundhwa,Pune,18.53190613,73.9287796,29000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,16.571428571428573,Large,7881
2 BHK Apartment ,937,Wagholi,Pune,18.58803177,73.96559143,17000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,18.14300960512273,Medium,7882
2 BHK Apartment ,900,Kharadi,Pune,18.55333519,73.94477844,26000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,28.88888888888889,Medium,7883
2 BHK Apartment ,937,Kharadi,Pune,18.54247665,73.93925476,21000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,22.411953041622198,Medium,7884
2 BHK Apartment ,937,Kharadi,Pune,18.55333519,73.94477844,21000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,22.411953041622198,Medium,7885
1 BHK Apartment ,750,Kharadi,Pune,18.55333519,73.94477844,16000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,21.333333333333332,Medium,7886
2 BHK Apartment ,920,Viman Nagar,Pune,18.56818581,73.91455841,27000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,29.347826086956523,Medium,7887
3 BHK Apartment ,800,Pimple Nilakh,Pune,18.57723236,73.7924118,17000,INR,3.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,21.25,Medium,7888
1 BHK Apartment ,837,Vishrantwadi,Pune,18.57260513,73.87820435,16000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,19.11589008363202,Medium,7889
3 BHK Apartment ,2000,Wanowrie,Pune,18.48319054,73.8974762,40000,INR,3.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Furnished,20.0,Large,7890
3 BHK Apartment ,1400,Wanowrie,Pune,18.49500084,73.90499878,25000,INR,3.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Semi-Furnished,17.857142857142858,Large,7891
1 BHK Apartment ,650,NIBM Annex Mohammadwadi,Pune,18.47241592,73.91330719,12500,INR,1.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Unfurnished,19.23076923076923,Medium,7892
3 BHK Apartment ,2200,NIBM Annex Mohammadwadi,Pune,18.47114372,73.90706635,50000,INR,3.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Unfurnished,22.727272727272727,Large,7893
2 BHK Apartment ,900,Wanwadi,Pune,18.4941864,73.89837646,20000,INR,2.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Unfurnished,22.22222222222222,Medium,7894
1 BHK Apartment ,580,Wanwadi,Pune,18.50017929,73.9000473,14000,INR,1.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Furnished,24.137931034482758,Medium,7895
1 BHK Apartment ,600,Wanowrie,Pune,18.48536301,73.89337158,12000,INR,1.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Unfurnished,20.0,Medium,7896
1 BHK Apartment ,600,Wanowrie,Pune,18.48304558,73.89848328,16000,INR,1.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Furnished,26.666666666666668,Medium,7897
2 BHK Apartment ,1338,NIBM Annex Mohammadwadi,Pune,18.4689064,73.91411591,32000,INR,2.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Furnished,23.916292974588938,Large,7898
1 BHK Apartment ,650,Wanwadi,Pune,18.49491119,73.90304565,11000,INR,1.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Unfurnished,16.923076923076923,Medium,7899
3 BHK Apartment ,1650,Wanowrie,Pune,18.48502159,73.89488983,32000,INR,3.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Unfurnished,19.393939393939394,Large,7900
2 BHK Apartment ,1250,Wanowrie,Pune,18.48502159,73.89488983,28000,INR,2.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Furnished,22.4,Large,7901
3 BHK Apartment ,1700,NIBM Annex Mohammadwadi,Pune,18.46794891,73.90599823,29000,INR,3.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Semi-Furnished,17.058823529411764,Large,7902
2 BHK Apartment ,1250,Lulla Nagar,Pune,18.48526764,73.88362122,27000,INR,2.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Furnished,21.6,Large,7903
2 BHK Apartment ,950,Wanowrie,Pune,18.49519539,73.90856171,13000,INR,2.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Unfurnished,13.68421052631579,Medium,7904
2 BHK Apartment ,1090,Wanowrie,Pune,18.4862709,73.89492798,23000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,21.10091743119266,Large,7905
2 BHK Apartment ,1000,NIBM Annexe,Pune,18.4752121,73.89335632,20000,INR,2.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Semi-Furnished,20.0,Medium,7906
1 BHK Apartment ,400,Wanowrie,Pune,18.49346542,73.8980484,12000,INR,1.0,0.0,Unknown,,Posted 4 years ago,No Deposit,Semi-Furnished,30.0,Small,7907
1 BHK Apartment ,568,Chinchwad,Pune,18.63496017,73.7894516,13000,INR,1.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,22.887323943661972,Medium,7908
4 BHK Apartment ,2835,Kharadi,Pune,18.55251312,73.96128082,74000,INR,4.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,26.102292768959437,Large,7909
2 BHK Apartment ,850,Hinjewadi,Pune,18.58816147,73.72674561,21000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,24.705882352941178,Medium,7910
1 BHK Apartment ,650,Pimple Saudagar,Pune,18.59531212,73.79914856,13000,INR,1.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Unfurnished,20.0,Medium,7911
2 BHK Apartment ,800,Mundhwa,Pune,18.53946114,73.94590759,22000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,27.5,Medium,7912
2 BHK Apartment ,1300,Ghorpadi,Pune,18.52142525,73.90804291,26000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,20.0,Large,7913
2 BHK Apartment ,812,Viman Nagar,Pune,18.57311058,73.91124725,21000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,25.862068965517242,Medium,7914
2 BHK Apartment ,950,Hadapsar,Pune,18.51783943,73.91490936,16000,INR,2.0,0.0,Unknown,,Posted 2 years ago,No Deposit,Semi-Furnished,16.842105263157894,Medium,7915
3 BHK Apartment ,1350,Tathawade,Pune,18.62477303,73.73713684,30000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,22.22222222222222,Large,7916
1 BHK Apartment ,550,Wakad,Pune,18.59602737,73.75917053,20000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,36.36363636363637,Medium,7917
2 BHK Apartment ,1000,Wakad,Pune,18.60172272,73.75244141,23000,INR,2.0,0.0,Unknown,,Posted 23 days ago,No Deposit,Unfurnished,23.0,Medium,7918
1 BHK Apartment ,850,Wakad,Pune,18.59819221,73.77409363,18000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,21.176470588235293,Medium,7919
3 BHK Apartment ,1555,Wakad,Pune,18.60131454,73.77529907,40000,INR,3.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,25.723472668810288,Large,7920
2 BHK Apartment ,960,Thergaon,Pune,18.60545158,73.77509308,27000,INR,2.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,28.125,Medium,7921
1 BHK Apartment ,568,Chinchwad,Pune,18.63496017,73.7894516,13000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Unfurnished,22.887323943661972,Medium,7922
2 BHK Apartment ,1100,Hinjewadi,Pune,18.57839012,73.68415833,25000,INR,2.0,0.0,Unknown,,Posted 4 days ago,No Deposit,Unfurnished,22.727272727272727,Large,7923
4 BHK Apartment ,2200,Wakad,Pune,18.59318161,73.77986908,90000,INR,4.0,0.0,Unknown,,Posted 5 days ago,No Deposit,Furnished,40.90909090909091,Large,7924
3 BHK Apartment ,1680,Wakad,Pune,18.59318161,73.77986908,50000,INR,2.0,0.0,Unknown,,Posted 5 days ago,No Deposit,Semi-Furnished,29.761904761904763,Large,7925
3 BHK Apartment ,1500,Pimpri,Pune,18.62960243,73.80921173,30000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Unfurnished,20.0,Large,7926
2 BHK Apartment ,1200,Wakad,Pune,18.59487152,73.76429749,37000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Furnished,30.833333333333332,Large,7927
4 BHK Apartment ,1300,Chinchwad,Pune,18.63496017,73.7894516,25000,INR,3.0,0.0,Unknown,,Posted 10 days ago,No Deposit,Unfurnished,19.23076923076923,Large,7928
2 BHK Apartment ,850,Chikhali,Pune,18.68320084,73.81749725,15000,INR,2.0,0.0,Unknown,,Posted 11 days ago,No Deposit,Unfurnished,17.647058823529413,Medium,7929
4 BHK Apartment ,1600,Chinchwad,Pune,18.63941002,73.78873444,45000,INR,3.0,0.0,Unknown,,Posted 10 days ago,No Deposit,Furnished,28.125,Large,7930
4 BHK Apartment ,1600,Chinchwad,Pune,18.63941002,73.78873444,45000,INR,3.0,0.0,Unknown,,Posted 10 days ago,No Deposit,Furnished,28.125,Large,7931
1 BHK Apartment ,568,Chinchwad,Pune,18.63496017,73.7894516,13000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Unfurnished,22.887323943661972,Medium,7932
2 BHK Apartment ,1300,Chinchwad,Pune,18.63287354,73.78612518,25000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Furnished,19.23076923076923,Large,7933
2 BHK Apartment ,1300,Chinchwad,Pune,18.63287354,73.78612518,25000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Furnished,19.23076923076923,Large,7934
2 BHK Apartment ,900,Tathawade,Pune,18.62063408,73.73766327,23000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Unfurnished,25.555555555555557,Medium,7935
4 BHK Apartment ,2000,Tathawade,Pune,18.62471008,73.73709869,45000,INR,4.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Unfurnished,22.5,Large,7936
2 BHK Apartment ,900,Balewadi,Pune,18.56999969,73.76999664,35000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Unfurnished,38.888888888888886,Medium,7937
3 BHK Apartment ,1355,Wakad,Pune,18.5965538,73.77578735,32000,INR,3.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Unfurnished,23.616236162361623,Large,7938
3 BHK Apartment ,1355,Wakad,Pune,18.5965538,73.77578735,32000,INR,3.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Unfurnished,23.616236162361623,Large,7939
3 BHK Apartment ,1100,Tathawade,Pune,18.61466026,73.75376129,30000,INR,3.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Unfurnished,27.272727272727273,Large,7940
2 BHK Apartment ,900,Pashan,Pune,18.54070091,73.78869629,30000,INR,2.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Semi-Furnished,33.333333333333336,Medium,7941
3 BHK Apartment ,1400,Wakad,Pune,18.59907341,73.7725296,45000,INR,3.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Semi-Furnished,32.142857142857146,Large,7942
2 BHK Apartment ,900,Wakad,Pune,18.6076107,73.75753021,21000,INR,2.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Unfurnished,23.333333333333332,Medium,7943
2 BHK Apartment ,900,Wakad,Pune,18.61255836,73.76641083,26000,INR,2.0,0.0,Unknown,,Posted 19 days ago,No Deposit,Unfurnished,28.88888888888889,Medium,7944
2 BHK Apartment ,1100,Wakad,Pune,18.59729958,73.78024292,34000,INR,2.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Furnished,30.90909090909091,Large,7945
3 BHK Apartment ,1355,Wakad,Pune,18.5965538,73.77578735,32000,INR,3.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Unfurnished,23.616236162361623,Large,7946
2 BHK Apartment ,1080,Balewadi,Pune,18.58364868,73.7646637,28000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,25.925925925925927,Large,7947
3 BHK Apartment ,1200,Tathawade,Pune,18.60876274,73.75455475,35000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,29.166666666666668,Large,7948
2 BHK Apartment ,1200,Chikhali,Pune,18.68061447,73.82879639,10800,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,9.0,Large,7949
2 BHK Apartment ,1200,Chikhali,Pune,18.68061447,73.82879639,10800,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,9.0,Large,7950
2 BHK Apartment ,905,Wakad,Pune,18.5906601,73.77902985,18000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,19.88950276243094,Medium,7951
2 BHK Apartment ,905,Wakad,Pune,18.5906601,73.77902985,18000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,19.88950276243094,Medium,7952
2 BHK Apartment ,905,Wakad,Pune,18.5906601,73.77902985,18000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,19.88950276243094,Medium,7953
2 BHK Apartment ,905,Wakad,Pune,18.5906601,73.77902985,18000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,19.88950276243094,Medium,7954
2 BHK Apartment ,905,Wakad,Pune,18.5906601,73.77902985,18000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,19.88950276243094,Medium,7955
2 BHK Apartment ,905,Wakad,Pune,18.5906601,73.77902985,18000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,19.88950276243094,Medium,7956
2 BHK Apartment ,905,Wakad,Pune,18.5906601,73.77902985,18000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Semi-Furnished,19.88950276243094,Medium,7957
1 BHK Apartment ,650,Hinjewadi,Pune,18.58914757,73.69488525,21000,INR,1.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Semi-Furnished,32.30769230769231,Medium,7958
1 RK Studio Apartment ,520,Hinjewadi,Pune,18.57936478,73.73588562,29000,INR,1.0,0.0,Unknown,,Posted 6 months ago,No Deposit,Furnished,55.76923076923077,Medium,7959
1 BHK Apartment ,520,Hinjewadi,Pune,18.57936478,73.73588562,30000,INR,1.0,0.0,Unknown,,Posted 6 months ago,No Deposit,Furnished,57.69230769230769,Medium,7960
4 BHK Independent House ,2000,Erandwane,Pune,18.50756454,73.82968903,60000,INR,4.0,0.0,Unknown,,Posted 5 months ago,No Deposit,Unfurnished,30.0,Large,7961
4 BHK Independent House ,2000,Erandwane,Pune,18.50756454,73.82968903,60000,INR,4.0,0.0,Unknown,,Posted 5 months ago,No Deposit,Unfurnished,30.0,Large,7962
1 BHK Apartment ,520,Hinjewadi,Pune,18.58492851,73.73873138,19000,INR,1.0,0.0,Unknown,,Posted 5 months ago,No Deposit,Unfurnished,36.53846153846154,Medium,7963
3 BHK Apartment ,1100,Tathawade,Pune,18.61466026,73.75376129,34000,INR,3.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,30.90909090909091,Large,7964
2 BHK Apartment ,970,Hinjewadi,Pune,18.58914757,73.69488525,24000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Semi-Furnished,24.742268041237114,Medium,7965
1 BHK Apartment ,621,Yerawada,Pune,18.55448723,73.89758301,28000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,45.088566827697264,Medium,7966
2 BHK Apartment ,650,Kothrud,Pune,18.50739861,73.80764771,35000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,53.84615384615385,Medium,7967
3 BHK Apartment ,2100,Baner,Pune,18.57022858,73.77071381,100000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,47.61904761904762,Large,7968
4 BHK Independent House ,3500,Balewadi,Pune,18.58109283,73.77120972,110000,INR,4.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,31.428571428571427,Large,7969
4 BHK Independent House ,2500,Baner,Pune,18.5647049,73.77220154,150000,INR,4.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,60.0,Large,7970
2 BHK Apartment ,980,Dhanori,Pune,18.60397911,73.90257263,21000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,21.428571428571427,Medium,7971
3 BHK Apartment ,1308,Dhanori,Pune,18.59404182,73.89763641,29000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,22.171253822629968,Large,7972
2 BHK Apartment ,890,Dhanori,Pune,18.58354378,73.88654327,21000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,23.59550561797753,Medium,7973
2 BHK Apartment ,750,Pimpri,Pune,18.62777901,73.8061676,30000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,40.0,Medium,7974
3 BHK Apartment ,1450,Undri,Pune,18.45061111,73.92198181,18000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,12.413793103448276,Large,7975
2 BHK Apartment ,900,Rahatani,Pune,18.60302353,73.78948212,23000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,25.555555555555557,Medium,7976
3 BHK Apartment ,1500,Hadapsar,Pune,18.50691795,73.94322205,35000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,23.333333333333332,Large,7977
2 BHK Apartment ,1200,Balewadi,Pune,18.58207512,73.76696014,28000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,23.333333333333332,Large,7978
3 BHK Apartment ,1800,Kondhwa,Pune,18.45053673,73.87578583,30000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,16.666666666666668,Large,7979
2 BHK Apartment ,1250,Katraj,Pune,18.45776939,73.86393738,24000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,19.2,Large,7980
1 BHK Apartment ,629,Kalyani Nagar,Pune,18.5498333,73.90530396,29000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,46.10492845786963,Medium,7981
1 BHK Apartment ,708,Wadgaon Sheri,Pune,18.55036545,73.92193604,17500,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,24.717514124293785,Medium,7982
2 BHK Apartment ,931,Baner,Pune,18.55627823,73.78134155,32000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,34.371643394199786,Medium,7983
3 BHK Apartment ,1650,Aundh,Pune,18.5635128,73.80041504,35500,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,21.515151515151516,Large,7984
2 BHK Apartment ,850,Karve Nagar,Pune,18.49023247,73.819664,24000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,28.235294117647058,Medium,7985
1 RK Studio Apartment ,380,Karve Nagar,Pune,18.49023247,73.819664,9500,INR,1.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,25.0,Small,7986
2 BHK Apartment ,1000,Shivaji Nagar,Pune,18.53081322,73.84422302,27000,INR,1.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,27.0,Medium,7987
3 BHK Apartment ,1310,Karve Nagar,Pune,18.48571968,73.81304169,35000,INR,3.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Semi-Furnished,26.717557251908396,Large,7988
