house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,SecurityDeposit,Status,price_per_sqft,size_bucket,property_id
1 BHK Apartment ,685,Karanjade,Mumbai,18.97242546,73.11148834,7500,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,10.94890510948905,Medium,2757
2 BHK Apartment ,650,Thane West,Mumbai,19.23654938,72.96591187,33000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,50.76923076923077,Medium,2758
2 BHK Apartment ,1208,Ulwe,Mumbai,18.96935654,73.01952362,16000,INR,2.0,0.0,Unknown,,Posted 4 months ago,No Deposit,Semi-Furnished,13.245033112582782,Large,2759
1 BHK Apartment ,550,Girgaon,Mumbai,18.95569611,72.82301331,60000,INR,2.0,0.0,Unknown,,Posted 4 days ago,No Deposit,Semi-Furnished,109.0909090909091,Medium,2760
1 RK Studio Apartment ,350,Andheri East,Mumbai,19.11567116,72.88295746,27000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,77.14285714285714,Small,2761
2 BHK Apartment ,1000,Thane West,Mumbai,19.25835991,72.98197174,47000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,47.0,Medium,2762
2 BHK Apartment ,875,Andheri East,Mumbai,19.10572433,72.88311005,64800,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,74.05714285714286,Medium,2763
3 BHK Apartment ,1100,Thane West,Mumbai,19.22521782,72.97000885,40000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,36.36363636363637,Large,2764
2 BHK Apartment ,900,Dombivali,Mumbai,19.18353844,73.0874939,15000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,16.666666666666668,Medium,2765
1 BHK Apartment ,550,Malabar Hill,Mumbai,18.95371056,72.8004303,85000,INR,1.0,0.0,Unknown,,Posted 4 months ago,No Deposit,Furnished,154.54545454545453,Medium,2766
1 BHK Apartment ,700,Thane West,Mumbai,19.26645279,72.96285248,21500,INR,2.0,0.0,Unknown,,Posted 4 days ago,No Deposit,Furnished,30.714285714285715,Medium,2767
2 BHK Apartment ,810,Bandra West,Mumbai,19.05635643,72.8288269,110000,INR,2.0,0.0,Unknown,,Posted 12 days ago,No Deposit,Semi-Furnished,135.80246913580248,Medium,2768
2 BHK Apartment ,1000,Chembur,Mumbai,19.05235672,72.9146347,75000,INR,1.0,0.0,Unknown,,Posted 8 months ago,No Deposit,Unfurnished,75.0,Medium,2769
2 BHK Apartment ,500,Panvel,Mumbai,19.00623703,73.10948181,15000,INR,1.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,30.0,Medium,2770
2 BHK Apartment ,1250,Andheri East,Mumbai,19.12298965,72.91322327,78000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,62.4,Large,2771
2 BHK Apartment ,800,Goregaon East,Mumbai,19.15336037,72.88577271,24000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Unfurnished,30.0,Medium,2772
2 BHK Apartment ,900,Mahim,Mumbai,19.02898026,72.83972931,80000,INR,2.0,0.0,Unknown,,Posted 16 days ago,No Deposit,Furnished,88.88888888888889,Medium,2773
2 BHK Apartment ,1200,Andheri West,Mumbai,19.12310028,72.82797241,140000,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Furnished,116.66666666666667,Large,2774
1 BHK Apartment ,550,Sanpada,Mumbai,19.06175041,73.00650024,25000,INR,1.0,0.0,Unknown,,Posted 20 days ago,No Deposit,Unfurnished,45.45454545454545,Medium,2775
2 BHK Apartment ,1100,Andheri West,Mumbai,19.13805008,72.82532501,60000,INR,2.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,54.54545454545455,Large,2776
3 BHK Apartment ,1459,Goregaon East,Mumbai,19.16552544,72.85199738,95000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,65.11309115832762,Large,2777
3 BHK Apartment ,1350,Mulund West,Mumbai,19.16906929,72.9380722,75000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,55.55555555555556,Large,2778
2 BHK Apartment ,744,Thane West,Mumbai,19.22232819,72.98812103,37000,INR,1.0,0.0,Unknown,,Posted a year ago,No Deposit,Furnished,49.73118279569893,Medium,2779
1 BHK Apartment ,550,Powai,Mumbai,19.11657715,72.91240692,70000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,127.27272727272727,Medium,2780
1 RK Studio Apartment ,400,Tardeo,Mumbai,18.96496964,72.80918121,32000,INR,1.0,0.0,Unknown,,Posted 19 days ago,No Deposit,Semi-Furnished,80.0,Small,2781
3 BHK Apartment ,1830,Kandivali East,Mumbai,19.20110893,72.87722778,80000,INR,3.0,0.0,Unknown,,Posted 22 days ago,No Deposit,Semi-Furnished,43.71584699453552,Large,2782
1 BHK Apartment ,645,Dombivali,Mumbai,19.14808083,73.07962036,9500,INR,1.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Unfurnished,14.728682170542635,Medium,2783
2 BHK Apartment ,800,Malad East,Mumbai,19.17455292,72.86763763,56000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Semi-Furnished,70.0,Medium,2784
1 BHK Independent Floor ,1500,Mulund West,Mumbai,30.88825417,75.84442139,15000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,10.0,Large,2785
3 BHK Apartment ,1800,Parel,Mumbai,19.00311279,72.85024261,155000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,86.11111111111111,Large,2786
2 BHK Apartment ,825,Thane West,Mumbai,19.22903824,72.98190308,25000,INR,2.0,0.0,Unknown,,Posted 22 days ago,No Deposit,Semi-Furnished,30.303030303030305,Medium,2787
1 BHK Apartment ,580,Borivali West,Mumbai,19.23309135,72.8415451,35000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,60.3448275862069,Medium,2788
1 BHK Apartment ,450,Kandivali East,Mumbai,19.19689178,72.87253571,28000,INR,2.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Furnished,62.22222222222222,Small,2789
1 BHK Apartment ,600,Malad West,Mumbai,19.19841576,72.83609772,26900,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,44.833333333333336,Medium,2790
2 BHK Apartment ,1500,Kharghar,Mumbai,19.03841209,73.07059479,39000,INR,2.0,0.0,Unknown,,Posted 21 days ago,No Deposit,Furnished,26.0,Large,2791
2 BHK Apartment ,1100,Jogeshwari West,Mumbai,19.14773178,72.84082794,50000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,45.45454545454545,Large,2792
2 BHK Apartment ,1100,Goregaon West,Mumbai,19.15707207,72.84046936,75000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,68.18181818181819,Large,2793
1 BHK Apartment ,685,Dombivali,Mumbai,19.21637344,73.08179474,8500,INR,1.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Semi-Furnished,12.408759124087592,Medium,2794
1 BHK Apartment ,615,Chembur,Mumbai,19.06782532,72.89997864,39000,INR,1.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,63.41463414634146,Medium,2795
1 BHK Apartment ,650,Kamothe,Mumbai,19.01773643,73.09333038,15000,INR,1.0,0.0,Unknown,,Posted a year ago,No Deposit,Unfurnished,23.076923076923077,Medium,2796
3 BHK Apartment ,1800,Andheri East,Mumbai,28.5544014,77.20339966,130000,INR,3.0,0.0,Unknown,,Posted 22 days ago,No Deposit,Semi-Furnished,72.22222222222223,Large,2797
2 BHK Apartment ,980,Thane West,Mumbai,19.26725197,72.96692657,26500,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,27.040816326530614,Medium,2798
2 BHK Apartment ,1000,Kharghar,Mumbai,19.04475212,73.07056427,38000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,38.0,Medium,2799
1 BHK Apartment ,650,Thane West,Mumbai,19.18934631,72.96398163,26000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,40.0,Medium,2800
1 RK Studio Apartment ,450,Badlapur East,Mumbai,19.144207,73.24699402,3000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,6.666666666666667,Small,2801
1 RK Studio Apartment ,450,Badlapur East,Mumbai,19.144207,73.24699402,3000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,6.666666666666667,Small,2802
1 RK Studio Apartment ,450,Badlapur East,Mumbai,19.144207,73.24699402,3000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,6.666666666666667,Small,2803
1 RK Studio Apartment ,450,Badlapur East,Mumbai,19.144207,73.24699402,3000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,6.666666666666667,Small,2804
1 RK Studio Apartment ,450,Badlapur East,Mumbai,19.144207,73.24699402,3000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,6.666666666666667,Small,2805
1 RK Studio Apartment ,450,Badlapur East,Mumbai,19.144207,73.24699402,3000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,6.666666666666667,Small,2806
1 RK Studio Apartment ,450,Badlapur East,Mumbai,19.144207,73.24699402,3000,INR,1.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Unfurnished,6.666666666666667,Small,2807
1 BHK Apartment ,600,Bandra West,Mumbai,19.06117058,72.83162689,55000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,91.66666666666667,Medium,2808
1 BHK Apartment ,600,Bandra West,Mumbai,19.06117058,72.83162689,55000,INR,2.0,0.0,Unknown,,Posted 3 years ago,No Deposit,Furnished,91.66666666666667,Medium,2809
1 BHK Apartment ,510,Kharghar,Mumbai,19.0598774,73.06433868,9000,INR,1.0,0.0,Unknown,,Posted 4 months ago,No Deposit,Unfurnished,17.647058823529413,Medium,2810
1 BHK Apartment ,600,Andheri East,Mumbai,19.10876465,72.86569214,50000,INR,2.0,0.0,Unknown,,Posted 3 months ago,No Deposit,Furnished,83.33333333333333,Medium,2811
2 BHK Apartment ,1100,Kalamboli,Mumbai,19.03714943,73.09010315,24000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Furnished,21.818181818181817,Large,2812
2 BHK Apartment ,1050,Kalamboli,Mumbai,19.04022598,73.09493256,20000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,19.047619047619047,Large,2813
2 BHK Apartment ,1100,Kalamboli,Mumbai,19.03874969,73.0954361,18000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,16.363636363636363,Large,2814
4 BHK Apartment ,2000,Kalamboli,Mumbai,19.03683662,73.090065,70000,INR,4.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Furnished,35.0,Large,2815
3 BHK Apartment ,1750,Kalamboli,Mumbai,19.03690338,73.08908081,32000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Semi-Furnished,18.285714285714285,Large,2816
2 BHK Apartment ,825,Tardeo,Mumbai,18.96582985,72.81555176,75000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,90.9090909090909,Medium,2817
2 BHK Apartment ,1050,Kalamboli,Mumbai,19.03648758,73.09268188,19000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,18.095238095238095,Large,2818
2 BHK Apartment ,1100,Kalamboli,Mumbai,19.04291344,73.09802246,20000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Unfurnished,18.181818181818183,Large,2819
3 BHK Apartment ,1250,Kalamboli,Mumbai,19.04291344,73.09802246,25000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Semi-Furnished,20.0,Large,2820
3 BHK Apartment ,1500,Kandivali East,Mumbai,19.20370293,72.85730743,64500,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,43.0,Large,2821
1 RK Studio Apartment ,240,Powai,Mumbai,19.1109314,72.89659882,16000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,66.66666666666667,Small,2822
2 BHK Apartment ,950,Powai,Mumbai,19.12780571,72.89354706,80000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,84.21052631578948,Medium,2823
3 BHK Apartment ,950,Jogeshwari West,Mumbai,19.1422596,72.8319397,85000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,89.47368421052632,Medium,2824
2 BHK Apartment ,1058,Worli,Mumbai,19.00612831,72.82883453,160000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,151.22873345935727,Large,2825
2 BHK Apartment ,850,Andheri West,Mumbai,19.12310028,72.82797241,125000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,147.05882352941177,Medium,2826
2 BHK Apartment ,800,Andheri West,Mumbai,19.13937759,72.82843781,75000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,93.75,Medium,2827
1 BHK Apartment ,695,Dombivali East,Mumbai,19.20380211,73.09098053,10000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,14.388489208633093,Medium,2828
2 BHK Apartment ,750,Andheri West,Mumbai,19.13805008,72.82532501,70000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,93.33333333333333,Medium,2829
3 BHK Apartment ,1350,Andheri West,Mumbai,19.1389389,72.83456421,148000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,109.62962962962963,Large,2830
1 BHK Apartment ,450,Andheri West,Mumbai,19.1420002,72.8259964,51000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,113.33333333333333,Small,2831
1 BHK Apartment ,600,Andheri West,Mumbai,19.1376152,72.82183075,60000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,100.0,Medium,2832
1 BHK Apartment ,550,Andheri West,Mumbai,19.14537239,72.82387543,50000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,90.9090909090909,Medium,2833
1 BHK Apartment ,580,Andheri West,Mumbai,19.1376152,72.82183075,35000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,60.3448275862069,Medium,2834
1 RK Studio Apartment ,350,Andheri West,Mumbai,19.1376152,72.82183075,27000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,77.14285714285714,Small,2835
1 RK Studio Apartment ,350,Andheri West,Mumbai,19.1376152,72.82183075,25000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,71.42857142857143,Small,2836
1 BHK Apartment ,700,Sanpada,Mumbai,19.06432152,73.01615143,17000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,24.285714285714285,Medium,2837
2 BHK Apartment ,800,Andheri West,Mumbai,19.13553238,72.81269073,70000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,87.5,Medium,2838
1 BHK Apartment ,630,Kanjurmarg,Mumbai,19.12845993,72.92731476,34000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,53.96825396825397,Medium,2839
2 BHK Apartment ,650,Andheri West,Mumbai,19.13805008,72.82532501,50000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,76.92307692307692,Medium,2840
1 BHK Apartment ,800,Andheri West,Mumbai,19.12927437,72.83625031,42000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,52.5,Medium,2841
1 BHK Apartment ,500,Andheri West,Mumbai,19.12345505,72.83013916,55000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,110.0,Medium,2842
2 BHK Apartment ,900,Ville Parle East,Mumbai,19.0951004,72.8605957,85000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,94.44444444444444,Medium,2843
1 BHK Apartment ,580,Sanpada,Mumbai,19.06231308,73.00275421,25000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,43.10344827586207,Medium,2844
2 BHK Apartment ,1200,Sanpada,Mumbai,19.06126404,73.0033493,60000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,50.0,Large,2845
3 BHK Apartment ,1300,Ville Parle East,Mumbai,19.0951004,72.8605957,120000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,92.3076923076923,Large,2846
2 BHK Apartment ,1150,Goregaon West,Mumbai,19.15450859,72.84287262,78000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,67.82608695652173,Large,2847
3 BHK Apartment ,1500,Malad East,Mumbai,19.17645264,72.8687439,100000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,66.66666666666667,Large,2848
3 BHK Apartment ,1700,Malad East,Mumbai,19.18372345,72.86148071,95000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,55.88235294117647,Large,2849
3 BHK Apartment ,1377,Jogeshwari East,Mumbai,19.14051628,72.86472321,120000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,87.14596949891067,Large,2850
3 BHK Apartment ,1800,Malad West,Mumbai,19.19229126,72.83625031,140000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,77.77777777777777,Large,2851
2 BHK Apartment ,1360,Vasai,Mumbai,19.3658886,72.8132019,22000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,16.176470588235293,Large,2852
2 BHK Apartment ,750,Mulund East,Mumbai,19.15246582,72.96372223,37000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,49.333333333333336,Medium,2853
2 BHK Apartment ,900,Seawoods,Mumbai,19.00893784,73.0166626,35000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,38.888888888888886,Medium,2854
2 BHK Apartment ,1000,Kandivali East,Mumbai,19.19844627,72.8572998,44000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,44.0,Medium,2855
2 BHK Apartment ,1135,Kandivali East,Mumbai,19.20370293,72.85730743,55000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,48.458149779735685,Large,2856
3 BHK Apartment ,1300,Ville Parle East,Mumbai,19.0951004,72.8605957,120000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,92.3076923076923,Large,2857
2 BHK Apartment ,750,Bhandup West,Mumbai,19.14644241,72.93894196,40000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,53.333333333333336,Medium,2858
2 BHK Apartment ,1058,Worli,Mumbai,19.00612831,72.82883453,160000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,151.22873345935727,Large,2859
2 BHK Apartment ,850,Andheri West,Mumbai,19.12310028,72.82797241,125000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,147.05882352941177,Medium,2860
2 BHK Apartment ,800,Andheri West,Mumbai,19.13937759,72.82843781,75000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,93.75,Medium,2861
1 BHK Apartment ,695,Dombivali East,Mumbai,19.20380211,73.09098053,10000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,14.388489208633093,Medium,2862
2 BHK Apartment ,750,Andheri West,Mumbai,19.13805008,72.82532501,70000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,93.33333333333333,Medium,2863
3 BHK Apartment ,1350,Andheri West,Mumbai,19.1389389,72.83456421,148000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,109.62962962962963,Large,2864
1 BHK Apartment ,450,Andheri West,Mumbai,19.1420002,72.8259964,51000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,113.33333333333333,Small,2865
1 BHK Apartment ,550,Kalyan West,Mumbai,19.25697136,73.12395477,11000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,20.0,Medium,2866
1 BHK Apartment ,630,Kanjurmarg,Mumbai,19.12845993,72.92731476,34000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,53.96825396825397,Medium,2867
1 BHK Apartment ,580,Sanpada,Mumbai,19.06231308,73.00275421,25000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,43.10344827586207,Medium,2868
2 BHK Apartment ,1200,Sanpada,Mumbai,19.06126404,73.0033493,60000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,50.0,Large,2869
2 BHK Apartment ,900,Andheri East,Mumbai,19.11686325,72.86997986,65000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,72.22222222222223,Medium,2870
2 BHK Apartment ,900,Powai,Mumbai,19.11515236,72.90356445,50000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,55.55555555555556,Medium,2871
2 BHK Apartment ,1135,Kandivali East,Mumbai,19.20370293,72.85730743,55000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,48.458149779735685,Large,2872
3 BHK Apartment ,1200,Dadar East,Mumbai,19.01880074,72.85024261,145000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,120.83333333333333,Large,2873
1 BHK Apartment ,500,Andheri West,Mumbai,19.12363625,72.83045959,50000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,100.0,Medium,2874
2 BHK Apartment ,865,Vikhroli,Mumbai,19.11166382,72.92677307,50000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,57.80346820809248,Medium,2875
2 BHK Apartment ,865,Vikhroli,Mumbai,19.11166382,72.92677307,50000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,57.80346820809248,Medium,2876
2 BHK Apartment ,950,Ghatkopar West,Mumbai,19.09415054,72.90492249,45000,INR,2.0,0.0,Unknown,,Posted 21 days ago,No Deposit,Semi-Furnished,47.36842105263158,Medium,2877
1 BHK Apartment ,615,Ghatkopar East,Mumbai,19.07976341,72.90843964,30000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,48.78048780487805,Medium,2878
3 BHK Apartment ,1200,Ville Parle East,Mumbai,19.0951004,72.8605957,120000,INR,3.0,0.0,Unknown,,Posted 23 days ago,No Deposit,Unfurnished,100.0,Large,2879
2 BHK Apartment ,1150,Andheri East,Mumbai,19.12584686,72.85384369,68000,INR,2.0,0.0,Unknown,,Posted 21 days ago,No Deposit,Unfurnished,59.130434782608695,Large,2880
2 BHK Apartment ,865,Vikhroli,Mumbai,19.11166382,72.92677307,50000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,57.80346820809248,Medium,2881
2 BHK Apartment ,900,Ville Parle East,Mumbai,19.0951004,72.8605957,85000,INR,2.0,0.0,Unknown,,Posted 22 days ago,No Deposit,Semi-Furnished,94.44444444444444,Medium,2882
2 BHK Apartment ,900,Ville Parle East,Mumbai,19.0951004,72.8605957,80000,INR,2.0,0.0,Unknown,,Posted 20 days ago,No Deposit,Unfurnished,88.88888888888889,Medium,2883
3 BHK Apartment ,1235,Kandivali East,Mumbai,19.20370293,72.85730743,75000,INR,2.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Furnished,60.72874493927125,Large,2884
2 BHK Apartment ,735,Vikhroli,Mumbai,19.11114311,72.93238068,40000,INR,2.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Semi-Furnished,54.42176870748299,Medium,2885
1 BHK Apartment ,600,Andheri East,Mumbai,19.11466599,72.85807037,50000,INR,2.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Furnished,83.33333333333333,Medium,2886
1 BHK Apartment ,630,Kanjurmarg,Mumbai,19.12845993,72.92731476,34000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,53.96825396825397,Medium,2887
1 BHK Apartment ,800,Andheri West,Mumbai,19.12927437,72.83625031,42000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,52.5,Medium,2888
1 BHK Apartment ,500,Andheri West,Mumbai,19.12345505,72.83013916,55000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,110.0,Medium,2889
2 BHK Apartment ,1058,Worli,Mumbai,19.00612831,72.82883453,160000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,151.22873345935727,Large,2890
2 BHK Apartment ,850,Andheri West,Mumbai,19.12310028,72.82797241,125000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,147.05882352941177,Medium,2891
2 BHK Apartment ,800,Andheri West,Mumbai,19.13937759,72.82843781,75000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,93.75,Medium,2892
2 BHK Apartment ,780,Andheri West,Mumbai,19.14356232,72.82190704,70000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,89.74358974358974,Medium,2893
2 BHK Apartment ,800,Andheri West,Mumbai,19.13943481,72.8208847,80000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,100.0,Medium,2894
1 BHK Apartment ,800,Andheri West,Mumbai,19.12927437,72.83625031,42000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,52.5,Medium,2895
1 BHK Apartment ,500,Andheri West,Mumbai,19.12345505,72.83013916,55000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,110.0,Medium,2896
2 BHK Apartment ,900,Ville Parle East,Mumbai,19.0951004,72.8605957,80000,INR,2.0,0.0,Unknown,,Posted 20 days ago,No Deposit,Unfurnished,88.88888888888889,Medium,2897
3 BHK Apartment ,1235,Kandivali East,Mumbai,19.20370293,72.85730743,75000,INR,2.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Furnished,60.72874493927125,Large,2898
2 BHK Apartment ,830,Thane West,Mumbai,19.22233772,72.9827652,25000,INR,2.0,0.0,Unknown,,Posted 13 days ago,No Deposit,Semi-Furnished,30.120481927710845,Medium,2899
2 BHK Apartment ,1150,Andheri East,Mumbai,19.12584686,72.85384369,68000,INR,2.0,0.0,Unknown,,Posted 21 days ago,No Deposit,Unfurnished,59.130434782608695,Large,2900
2 BHK Apartment ,830,Thane West,Mumbai,19.22233772,72.9827652,25000,INR,2.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Semi-Furnished,30.120481927710845,Medium,2901
3 BHK Apartment ,1440,Bhandup West,Mumbai,19.14082146,72.93312836,55000,INR,2.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Semi-Furnished,38.19444444444444,Large,2902
2 BHK Apartment ,800,Thane West,Mumbai,19.21862602,72.9929657,32000,INR,2.0,0.0,Unknown,,Posted 14 days ago,No Deposit,Semi-Furnished,40.0,Medium,2903
3 BHK Apartment ,1200,Ville Parle East,Mumbai,19.0951004,72.8605957,120000,INR,3.0,0.0,Unknown,,Posted 23 days ago,No Deposit,Unfurnished,100.0,Large,2904
2 BHK Apartment ,900,Ville Parle East,Mumbai,19.0951004,72.8605957,85000,INR,2.0,0.0,Unknown,,Posted 22 days ago,No Deposit,Semi-Furnished,94.44444444444444,Medium,2905
